student_id,department,cgpa,backlogs,internships,projects_completed,certifications,communication_score,aptitude_score,technical_score,attendance_percent,skills,placed,company,role_offered,package_lpa
S1183,Electronics,7.36,0,1,1,1,7.5,27.0,54.9,90.8,Power BI;Machine Learning;Communication;Problem Solving;Python;SQL;React;DBMS,1,Infosys,System Engineer,8.55
S1184,Electrical,6.9,0,1,2,0,5.0,69.0,91.8,79.1,Python;Java;Excel;Networking;DSA;DBMS;React;OS,1,Amazon,System Engineer,7.91
S1185,Electronics,7.86,2,0,2,3,6.3,43.3,44.8,87.1,Excel;Communication;Power BI;React;Problem Solving,0,,,
S1186,Computer Science,6.65,0,1,2,3,7.4,87.4,81.0,80.4,SQL;Problem Solving;Power BI,1,Capgemini,Software Engineer,8.41
S1187,Electrical,5.0,0,3,0,2,5.7,71.1,42.5,71.0,Machine Learning;OS;C++,0,,,
S1188,Mechanical,6.5,2,0,4,2,5.8,72.7,72.9,85.4,React;OS;DBMS;Machine Learning;DSA;Networking,0,,,
S1189,Computer Science,6.77,0,2,3,1,5.7,64.6,30.5,68.9,DBMS;Java;Machine Learning;C++;Excel,1,Capgemini,Support Engineer,7.08
S1190,Civil,7.02,1,3,0,2,6.8,52.7,71.9,89.5,Machine Learning;Python;DSA;DBMS;React;AWS;C++;Power BI,1,Cognizant,Business Analyst,8.46
S1191,Information Technology,6.66,0,0,1,3,6.4,34.9,71.4,72.1,Machine Learning;Communication;Java;Python;OS,0,,,
S1192,Electrical,5.81,0,0,4,1,8.5,92.0,82.3,83.7,SQL;Problem Solving;DBMS;Networking;DSA;Excel,1,Deloitte,Data Scientist,6.53
S1193,Computer Science,8.06,1,1,2,0,7.6,53.9,76.0,67.3,AWS;Excel;Python;DBMS;Power BI;OS,1,Infosys,Data Scientist,8.46
S1194,Civil,6.83,0,0,0,1,7.0,79.3,41.4,75.1,React;DBMS;Excel;C++;AWS;Machine Learning,1,Infosys,Cloud Engineer,6.4
S1195,Computer Science,6.09,1,0,3,3,5.7,64.0,95.7,94.6,SQL;Power BI;React;OS;Communication,1,Infosys,Cloud Engineer,6.75
S1196,Computer Science,8.17,2,2,4,1,8.5,68.0,54.9,78.5,DBMS;React;Problem Solving;Networking,1,Infosys,Cloud Engineer,9.68
S1197,Electronics,7.3,0,1,1,1,7.6,83.5,54.2,78.8,Communication;DSA;Problem Solving;SQL;Java;Networking;C++;AWS,1,Amazon,Data Scientist,7.59
S1198,Electrical,8.24,0,1,2,0,6.7,70.6,43.8,75.0,AWS;SQL;DSA;Java;Problem Solving;Machine Learning;Power BI;C++,1,Capgemini,System Engineer,8.67
S1199,Electrical,8.69,0,2,1,1,5.7,65.6,42.0,87.9,SQL;Power BI;C++,1,Google,Support Engineer,8.6
S1200,Civil,5.93,0,0,2,1,5.2,100.0,74.1,81.8,OS;C++;React;AWS;Excel;Power BI;Communication,0,,,
S1201,Electrical,7.06,0,1,1,4,6.5,67.9,77.7,76.1,SQL;OS;Java;AWS;Excel,1,IBM,QA Engineer,7.56
S1202,Electronics,5.98,0,0,2,2,7.0,68.7,56.0,93.9,Python;Communication;Networking;Java;Machine Learning;OS;React,1,TCS,Software Engineer,5.86
S1203,Electronics,7.14,0,0,2,2,7.6,65.8,56.3,76.8,Java;C++;Problem Solving;React;Excel,1,Deloitte,Cloud Engineer,6.93
S1204,Mechanical,7.01,0,2,2,0,7.5,82.1,88.4,73.9,Networking;Power BI;Excel;Python;OS;React;DSA,1,Amazon,Support Engineer,8.76
S1205,Civil,7.09,0,1,4,1,5.6,96.3,31.1,83.5,Python;OS;Java;Communication,1,TechMahindra,Data Analyst,7.24
S1206,Civil,7.5,0,2,2,1,4.8,61.0,52.3,86.7,SQL;Python;DSA;Excel;OS;C++;Networking;Problem Solving,0,,,
S1207,Electronics,7.34,0,1,2,0,7.3,67.4,60.7,86.4,Problem Solving;Machine Learning;DBMS;Power BI;Communication,0,,,
S1208,Electrical,6.78,2,3,2,2,9.3,62.1,73.0,71.7,Python;Power BI;C++;AWS;Communication;Java;Excel,1,Infosys,Cloud Engineer,9.1
S1209,Electronics,6.22,0,1,0,0,7.7,61.9,71.3,71.8,Excel;AWS;C++;React;SQL,1,Amazon,Data Analyst,6.65
S1210,Civil,6.89,0,0,2,0,9.7,61.3,53.5,76.8,SQL;Communication;Machine Learning;C++;Excel;DBMS;Problem Solving;Java,1,Cognizant,Cloud Engineer,5.56
S1211,Electrical,5.86,0,3,4,1,5.8,76.9,24.5,89.1,AWS;SQL;C++;Excel;Power BI,1,Deloitte,Data Analyst,7.09
S1212,Electrical,6.76,1,0,2,0,7.1,62.2,32.3,97.9,DBMS;Networking;Communication;Python;Power BI;Machine Learning;SQL;DSA,0,,,
S1213,Electronics,8.76,0,1,4,3,6.9,59.6,0.0,85.3,DSA;Problem Solving;SQL;Power BI;Java;Machine Learning,1,Infosys,Software Engineer,8.14
S1214,Electrical,8.1,0,0,0,2,6.2,71.6,67.3,91.9,Problem Solving;Power BI;React;SQL;AWS,1,Microsoft,System Engineer,6.99
S1215,Information Technology,6.44,1,1,1,1,7.4,70.2,51.2,76.6,AWS;Excel;Power BI;React,1,Wipro,Support Engineer,6.49
S1216,Computer Science,6.64,0,0,0,2,5.4,83.3,74.8,80.0,Communication;C++;Excel;DSA;OS;React,1,Cognizant,Support Engineer,7.15
S1217,Information Technology,8.37,1,0,2,4,5.4,91.1,77.6,82.7,DSA;Machine Learning;Power BI;OS;Problem Solving;Communication;Excel,1,Google,QA Engineer,8.7
S1218,Mechanical,7.73,0,3,0,0,6.0,41.2,74.3,89.8,Networking;DBMS;SQL;DSA;React;Power BI;Machine Learning,1,TCS,Support Engineer,9.23
S1219,Electronics,9.1,0,3,3,2,10.0,68.5,69.0,87.3,Problem Solving;Java;Excel;Networking;AWS;Machine Learning;C++,1,Wipro,QA Engineer,11.52
S1220,Mechanical,6.82,0,0,4,3,7.6,64.9,72.0,73.3,SQL;AWS;DBMS;Java;DSA;OS;Communication,1,TCS,Cloud Engineer,7.8
S1221,Computer Science,6.66,0,2,0,2,8.8,76.6,42.0,83.5,Networking;Communication;DSA;DBMS;Java;AWS,0,,,
S1222,Information Technology,8.49,0,1,3,1,7.1,85.8,42.1,79.8,Communication;Java;Excel,1,IBM,Data Scientist,8.45
S1223,Information Technology,6.52,0,2,3,1,8.4,94.0,61.3,76.9,Python;Machine Learning;OS;Excel,1,Wipro,Support Engineer,7.33
S1224,Mechanical,6.08,0,0,3,1,5.8,79.0,92.6,76.7,Python;Java;Problem Solving;Machine Learning;DSA;SQL;Networking,1,TechMahindra,Cloud Engineer,6.88
S1225,Computer Science,6.81,2,1,3,1,8.9,57.6,54.7,77.8,DSA;Machine Learning;Java;Python;Problem Solving,0,,,
S1226,Mechanical,7.61,0,1,1,1,6.7,87.7,49.0,76.9,Power BI;React;OS;Java;Excel;Problem Solving;Networking;Python,1,IBM,Business Analyst,8.5
S1227,Electrical,5.95,0,1,1,0,5.9,68.1,61.2,76.2,Machine Learning;DBMS;Python;React,1,Amazon,Business Analyst,6.09
S1228,Civil,7.22,0,1,2,1,7.1,77.2,39.3,88.6,SQL;C++;AWS;Java;Networking;Communication,1,Infosys,Software Engineer,8.16
S1229,Mechanical,7.89,1,3,1,0,4.6,61.8,65.0,95.3,Python;C++;DBMS;Communication;Machine Learning;Problem Solving,1,Amazon,Data Analyst,9.44
S1230,Electronics,7.09,0,0,2,3,6.7,52.0,57.5,84.5,Excel;C++;AWS;Java,1,Capgemini,Data Scientist,7.49
S1231,Information Technology,6.91,0,0,2,2,4.6,57.5,64.7,84.4,Communication;Networking;Problem Solving,0,,,
S1232,Electrical,7.09,0,0,1,0,9.2,60.5,89.1,90.0,AWS;Power BI;C++;OS,1,TechMahindra,Support Engineer,7.26
S1233,Electrical,7.72,1,1,1,3,6.5,55.7,62.8,88.1,Power BI;SQL;Java;Excel,1,Google,Software Engineer,7.88
S1234,Electronics,6.06,1,1,3,1,8.0,49.7,30.9,65.7,Python;Power BI;DSA;Problem Solving,0,,,
S1235,Electronics,6.81,0,0,1,1,8.0,76.9,59.7,84.0,Networking;DBMS;Problem Solving;OS;Machine Learning,1,TCS,Business Analyst,6.15
S1236,Electronics,6.17,0,0,0,0,7.9,76.9,66.1,86.6,AWS;Power BI;Python;C++;Communication,1,Cognizant,Data Analyst,5.96
S1237,Electronics,6.39,0,1,2,1,5.2,72.2,69.9,86.4,Problem Solving;DBMS;Excel;OS;AWS;Communication,0,,,
S1238,Information Technology,7.07,0,1,2,2,8.3,32.9,34.8,82.1,Excel;OS;Communication;Networking;Machine Learning;Java,0,,,
S1239,Electrical,8.13,1,2,2,1,7.5,50.2,69.6,73.7,Java;DBMS;React;SQL;Networking;Machine Learning,1,Amazon,Data Analyst,9.71
S1240,Computer Science,8.18,0,0,0,0,8.1,54.4,37.3,80.3,C++;Machine Learning;AWS;OS;React,1,TechMahindra,Cloud Engineer,6.42
S1241,Information Technology,6.02,0,1,1,0,7.6,66.7,68.0,65.3,OS;Communication;Problem Solving;Python;AWS;React;DBMS;Machine Learning,1,IBM,Software Engineer,7.03
S1242,Computer Science,8.98,0,0,2,2,7.3,49.8,61.5,74.6,C++;DBMS;Communication;Networking;Problem Solving;SQL;Python;React,1,Capgemini,Support Engineer,9.07
S1243,Computer Science,7.69,0,1,4,0,5.7,24.7,64.7,81.6,Java;DSA;Power BI;C++,1,Amazon,Data Scientist,8.06
S1244,Mechanical,8.62,0,0,3,4,8.2,81.4,48.7,71.4,Python;React;SQL;C++;OS;Communication;AWS,1,Google,Data Analyst,9.01
S1245,Civil,7.22,0,1,3,1,8.2,77.7,19.6,77.1,Networking;Communication;DBMS;AWS,1,IBM,QA Engineer,7.27
S1246,Information Technology,7.03,3,1,1,0,8.7,46.2,33.5,80.5,Python;Excel;SQL,0,,,
S1247,Mechanical,6.74,0,1,3,0,7.7,47.9,56.4,81.9,DBMS;Networking;Java;Machine Learning;Excel;OS;DSA,0,,,
S1248,Civil,7.54,0,2,2,3,8.9,71.1,44.5,93.2,Excel;OS;DSA;Java;SQL,1,Infosys,Support Engineer,9.14
S1249,Information Technology,7.44,0,3,3,3,6.6,49.5,67.2,96.5,OS;Java;Power BI;C++;Communication;Excel;AWS;Machine Learning,1,Cognizant,System Engineer,9.86
S1250,Electrical,6.73,0,0,2,2,5.4,68.3,51.4,91.2,Problem Solving;Excel;C++;SQL;Communication;Networking;DSA;Java,1,Accenture,System Engineer,6.43
S1251,Information Technology,6.71,0,0,4,1,8.0,52.7,49.0,73.9,Python;Communication;Networking;React;AWS;OS,1,Deloitte,System Engineer,7.39
S1252,Civil,8.06,1,2,3,0,5.1,68.9,50.3,73.9,Java;Machine Learning;DBMS,1,TechMahindra,Support Engineer,7.68
S1253,Civil,7.0,0,0,3,1,7.5,60.1,73.2,84.7,Power BI;DBMS;React;Java;SQL;Communication,1,IBM,Data Analyst,7.6
S1254,Mechanical,6.66,0,3,1,4,7.0,63.5,50.9,91.7,C++;Networking;Communication;SQL;AWS;React,1,Wipro,System Engineer,8.25
S1255,Mechanical,8.27,0,0,3,2,5.0,70.8,79.6,98.1,Problem Solving;AWS;Python;Java;Networking;SQL;Machine Learning,1,Wipro,System Engineer,9.55
S1256,Electronics,8.77,3,2,2,1,9.3,72.5,34.8,84.9,DSA;Communication;Networking;Machine Learning;Java;Excel;Problem Solving;React,1,Wipro,QA Engineer,7.88
S1257,Civil,8.31,0,1,0,2,7.6,73.4,57.1,82.0,Java;Networking;C++;SQL;React;Power BI;Excel,1,Wipro,Data Scientist,7.45
S1258,Civil,8.21,0,0,2,1,8.7,59.0,92.8,89.6,AWS;Problem Solving;Python,1,Infosys,Software Engineer,8.88
S1259,Electrical,8.7,1,2,4,1,8.0,48.5,54.4,68.8,Machine Learning;C++;DSA;React;DBMS;Excel;Python,0,,,
S1260,Mechanical,7.78,0,1,2,0,6.7,58.2,63.5,75.9,Networking;Machine Learning;C++;AWS;OS;DSA;DBMS;Excel,0,,,
S1261,Mechanical,7.6,0,2,4,0,7.9,51.6,77.9,84.3,Excel;Python;SQL,1,Google,Cloud Engineer,9.34
S1262,Mechanical,6.84,2,2,4,1,6.5,55.0,56.8,76.7,DSA;Communication;React;SQL;AWS;C++,1,TechMahindra,Data Scientist,8.02
S1263,Mechanical,6.86,0,0,4,3,6.4,55.8,78.9,73.9,Power BI;Communication;Networking;Problem Solving,1,Infosys,Data Scientist,7.75
S1264,Information Technology,6.61,0,0,1,1,5.0,78.2,53.2,66.7,Java;Machine Learning;OS;DSA;SQL;Problem Solving,0,,,
S1265,Computer Science,7.16,1,0,2,1,4.8,76.7,44.8,81.8,DBMS;AWS;React;Problem Solving;DSA,0,,,
S1266,Information Technology,8.12,0,1,2,2,6.0,72.2,66.6,85.2,Problem Solving;React;Excel;Communication;DSA,1,Wipro,Support Engineer,7.68
S1267,Civil,6.23,0,2,2,2,6.1,60.9,79.0,77.8,OS;Machine Learning;Problem Solving;Python;Java;DBMS,1,Deloitte,Support Engineer,6.81
S1268,Information Technology,7.08,2,0,2,1,6.4,46.5,71.9,65.2,React;Communication;Python;Power BI,0,,,
S1269,Electronics,8.08,0,1,1,0,5.9,56.9,50.1,88.7,React;AWS;C++;Power BI;OS;Machine Learning,0,,,
S1270,Civil,7.36,0,1,3,1,7.4,82.7,63.5,77.8,AWS;Java;DBMS,1,Wipro,QA Engineer,8.43
S1271,Electrical,6.69,1,0,1,0,5.9,69.4,66.8,92.8,Power BI;DBMS;Communication;Python;AWS,0,,,
S1272,Computer Science,7.92,0,1,0,2,5.5,55.0,65.3,80.5,Networking;DSA;Communication;Problem Solving;Machine Learning;Java;DBMS,1,Deloitte,Support Engineer,8.99
S1273,Civil,7.11,0,1,2,3,6.3,70.7,62.5,65.0,AWS;React;C++;Problem Solving;Java,1,Wipro,Data Analyst,8.11
S1274,Mechanical,8.1,0,0,0,1,6.4,69.3,59.2,78.6,Power BI;Communication;Networking;AWS;SQL,1,Accenture,Cloud Engineer,7.37
S1275,Civil,6.5,0,0,2,2,7.3,58.3,73.6,73.1,Python;Problem Solving;SQL,1,TechMahindra,Data Scientist,6.82
S1276,Mechanical,7.9,0,0,3,2,6.5,64.0,61.7,84.0,OS;SQL;React;Networking;AWS;Communication;Power BI,0,,,
S1277,Information Technology,7.93,0,0,3,3,4.8,78.1,86.5,77.2,React;Excel;Machine Learning;Problem Solving;Communication;Networking,1,Deloitte,Support Engineer,8.88
S1278,Electrical,6.56,1,3,1,2,5.0,48.6,65.4,81.6,Machine Learning;OS;Python;Communication;Excel;Java;DBMS,1,Capgemini,QA Engineer,8.6
S1279,Electrical,7.13,0,2,3,4,4.5,50.8,91.5,89.5,C++;Python;React;OS;Machine Learning;Power BI;DSA;AWS,1,Capgemini,Support Engineer,9.71
S1280,Information Technology,7.06,0,0,1,0,7.6,52.5,26.1,83.8,C++;Excel;React;DBMS;SQL;DSA;Python,0,,,
S1281,Civil,8.84,0,0,2,1,7.0,49.9,55.0,87.7,Java;DSA;Python;OS;Communication;DBMS;SQL;React,1,TechMahindra,Business Analyst,8.73
S1282,Mechanical,7.48,1,1,3,2,6.6,66.4,39.7,100.0,Power BI;React;OS;Excel;Python;SQL;Networking,1,Accenture,Data Scientist,8.12
S1283,Electrical,6.69,0,0,3,1,7.2,46.4,66.0,80.8,Networking;DBMS;Communication;SQL;OS;Problem Solving,0,,,
S1284,Electronics,7.24,0,0,0,2,7.4,43.8,71.8,67.1,Communication;C++;Power BI;Excel;AWS;Machine Learning;OS,0,,,
S1285,Information Technology,8.23,1,1,2,1,5.3,55.4,58.8,75.2,Machine Learning;Networking;Problem Solving;DSA,1,Cognizant,QA Engineer,8.26
S1286,Electrical,7.8,0,2,3,1,7.4,62.2,66.0,97.7,Excel;Problem Solving;OS;Communication,1,Google,Data Scientist,7.7
S1287,Civil,6.71,0,1,4,2,5.5,61.9,71.0,83.3,Machine Learning;Problem Solving;Java;React;C++;Networking;DBMS;Excel,1,Amazon,System Engineer,8.13
S1288,Electronics,6.73,0,1,3,2,6.1,60.7,40.8,67.7,Machine Learning;Excel;Java,1,Amazon,Support Engineer,7.04
S1289,Electrical,7.48,0,0,1,1,5.1,60.6,62.8,90.1,Excel;OS;DSA;Power BI;Networking,1,Cognizant,QA Engineer,8.09
S1290,Information Technology,7.32,2,0,4,4,7.1,89.5,46.8,96.5,React;Excel;Problem Solving,1,Accenture,Business Analyst,8.04
S1291,Computer Science,7.55,1,1,3,1,6.5,69.6,59.0,91.8,Problem Solving;Networking;DSA;C++;Power BI;Python;Java;DBMS,1,Amazon,Support Engineer,8.63
S1292,Computer Science,5.71,0,0,1,0,8.9,54.6,83.5,72.6,Power BI;SQL;Python;Networking;AWS;DBMS;OS;Excel,0,,,
S1293,Electrical,7.18,0,0,4,0,7.6,89.7,79.3,76.2,Power BI;Machine Learning;Communication;AWS,1,IBM,Software Engineer,7.96
S1294,Computer Science,7.7,0,0,2,1,5.2,60.5,38.2,85.1,React;DSA;Networking;Excel;Python;SQL;DBMS;Problem Solving,1,TCS,Cloud Engineer,7.19
S1295,Mechanical,6.54,0,1,2,0,6.5,59.4,50.9,77.2,Problem Solving;Excel;Machine Learning;Python,1,TCS,QA Engineer,6.54
S1296,Civil,5.58,0,1,0,1,8.6,66.5,50.9,84.8,Java;Communication;Machine Learning;OS;C++;Networking;React,0,,,
S1297,Mechanical,7.23,0,2,1,2,6.7,56.0,67.8,85.8,AWS;Networking;OS;Machine Learning,1,Accenture,Data Analyst,8.74
S1298,Electronics,6.81,1,0,2,1,2.7,59.4,41.3,68.9,Excel;OS;C++;Machine Learning,0,,,
S1299,Electrical,7.53,1,2,1,0,5.1,52.9,35.8,95.6,Python;Excel;Communication;Machine Learning,0,,,
S1300,Civil,6.52,0,1,3,0,5.0,76.6,42.0,76.0,Power BI;DSA;SQL;React;C++;DBMS;Excel;Communication,1,Infosys,Cloud Engineer,7.16
S1301,Electrical,6.27,1,1,3,1,5.7,85.0,38.5,89.1,SQL;Problem Solving;OS,1,Amazon,Business Analyst,7.03
S1302,Computer Science,8.3,0,2,1,1,4.7,36.8,72.8,66.9,DBMS;DSA;OS;Machine Learning;Communication,0,,,
S1303,Electronics,8.14,0,2,0,1,7.6,50.7,47.8,75.8,Excel;React;Python;Machine Learning;C++;Communication;DSA,0,,,
S1304,Computer Science,8.05,0,0,4,2,8.1,90.3,89.2,89.3,Java;OS;Machine Learning;SQL;DBMS;Networking;Power BI;Problem Solving,1,IBM,QA Engineer,8.24
S1305,Electronics,6.83,0,0,3,0,8.7,75.4,65.1,74.1,DSA;Problem Solving;SQL;OS;Power BI;Excel;Communication,0,,,
S1306,Mechanical,7.04,1,0,2,0,3.8,62.2,54.2,82.6,Networking;OS;Power BI;Problem Solving;C++;DSA;React;Java,0,,,
S1307,Civil,7.05,0,0,1,2,7.1,79.1,60.2,100.0,Networking;Excel;Communication;Java;React;AWS,1,TCS,Business Analyst,6.97
S1308,Civil,6.58,0,3,2,0,5.4,80.5,94.2,84.0,SQL;Problem Solving;Communication;Networking;OS;Java;DSA,1,TechMahindra,Support Engineer,9.09
S1309,Computer Science,8.25,0,3,1,0,5.6,54.3,81.4,93.5,OS;Power BI;Python;Problem Solving;SQL;Networking;DBMS,1,Google,Software Engineer,10.35
S1310,Civil,6.18,0,0,1,0,5.7,69.3,87.6,76.7,C++;Power BI;Machine Learning;Excel;Python;DBMS,0,,,
S1311,Electronics,6.48,0,0,2,3,8.7,66.5,44.8,93.3,Excel;DSA;React,1,Infosys,Software Engineer,5.62
S1312,Mechanical,7.0,0,0,1,2,6.5,84.2,66.1,72.3,Excel;Java;Networking;Python;AWS,1,Google,Software Engineer,6.28
S1313,Electronics,8.39,0,0,2,0,8.4,91.0,72.7,90.3,SQL;Power BI;Problem Solving;C++;Excel;DBMS,1,Amazon,Cloud Engineer,8.6
S1314,Mechanical,8.89,0,0,0,0,6.8,96.3,41.7,79.1,DBMS;Java;C++;Power BI;Networking;SQL,1,IBM,Data Scientist,7.58
S1315,Computer Science,9.6,0,0,0,0,5.9,82.7,100.0,87.3,Networking;DBMS;Problem Solving;SQL,1,TechMahindra,Business Analyst,8.38
S1316,Computer Science,7.3,0,0,1,3,6.0,53.0,84.6,77.8,Machine Learning;OS;C++,1,TechMahindra,Cloud Engineer,9.11
S1317,Civil,7.75,0,3,0,1,9.3,76.5,78.2,91.8,AWS;DSA;Problem Solving;OS;Communication;SQL,1,Cognizant,Business Analyst,8.38
S1318,Electrical,7.04,0,3,1,0,9.0,71.4,61.4,77.2,Python;Power BI;C++,1,Microsoft,Software Engineer,8.06
S1319,Information Technology,6.17,0,3,2,1,6.8,38.1,35.6,76.3,Java;Problem Solving;React;Python,0,,,
S1320,Mechanical,9.06,0,2,4,2,10.0,56.9,27.7,93.9,C++;Excel;Python;DSA;Power BI;DBMS;OS,1,Accenture,Business Analyst,9.94
S1321,Computer Science,6.43,0,2,1,0,9.8,82.9,63.8,90.2,Networking;Machine Learning;DSA;Excel,1,Capgemini,Data Scientist,7.17
S1322,Civil,8.55,0,1,4,1,6.7,63.9,95.5,70.9,Power BI;C++;Communication;DSA;Machine Learning;SQL;Networking,1,Accenture,Cloud Engineer,10.88
S1323,Electronics,7.59,0,1,2,2,7.6,52.8,58.2,78.1,Python;Networking;React;Excel;SQL,1,IBM,Cloud Engineer,8.6
S1324,Civil,7.41,0,1,3,1,6.0,77.7,56.9,73.4,Python;Communication;C++;Power BI;DBMS;Networking,1,Amazon,Cloud Engineer,7.73
S1325,Mechanical,7.17,0,3,2,0,5.9,63.8,67.7,85.3,Machine Learning;DBMS;SQL;Networking,1,Google,Business Analyst,9.39
S1326,Information Technology,6.8,0,2,2,2,6.9,73.7,35.8,86.0,AWS;Excel;SQL;OS;Python,1,Deloitte,Cloud Engineer,6.86
S1327,Mechanical,7.56,0,1,3,1,6.0,68.5,38.1,80.3,Networking;SQL;DBMS;DSA;Machine Learning;Excel;Communication,1,IBM,Data Analyst,7.53
S1328,Mechanical,6.17,0,1,2,1,6.5,67.8,46.9,82.1,Java;Networking;Excel;DSA;Python,1,Cognizant,Cloud Engineer,7.46
S1329,Electrical,9.01,1,1,4,0,7.0,44.9,52.6,83.1,React;Python;Java;DSA;Problem Solving;Networking;Excel,0,,,
S1330,Mechanical,6.86,0,0,1,0,7.9,40.4,62.2,84.6,AWS;Communication;Machine Learning;Python,1,Accenture,Business Analyst,6.3
S1331,Electrical,8.18,0,0,3,1,3.9,25.4,54.2,82.9,Excel;Power BI;OS,0,,,
S1332,Information Technology,7.76,0,1,1,0,7.5,57.0,69.2,97.5,React;Excel;DSA;DBMS;Power BI;Networking;Communication;Machine Learning,1,Microsoft,Support Engineer,7.23
S1333,Civil,6.12,0,3,1,2,4.7,39.5,49.2,90.6,Communication;Machine Learning;AWS;Problem Solving;Networking;OS;React;Java,0,,,
S1334,Electrical,8.84,1,2,4,0,4.4,53.1,67.6,92.2,Power BI;AWS;Communication;DSA;Problem Solving;C++,1,Microsoft,Software Engineer,8.88
S1335,Civil,7.44,0,1,2,0,6.8,85.5,39.0,61.0,Excel;SQL;Python;Machine Learning,1,Deloitte,Cloud Engineer,6.86
S1336,Electronics,8.65,0,1,2,1,9.4,83.1,48.8,69.0,DSA;Communication;Problem Solving;DBMS,1,Capgemini,Business Analyst,8.97
S1337,Mechanical,8.54,0,1,2,0,7.2,57.0,31.8,84.8,C++;Problem Solving;Communication;Machine Learning;OS;AWS;React,1,Wipro,Data Scientist,9.53
S1338,Information Technology,7.3,0,2,0,2,6.5,51.6,58.9,88.8,Excel;Networking;OS;SQL,1,Deloitte,Software Engineer,9.22
S1339,Civil,8.16,0,0,4,3,6.9,88.4,52.1,83.2,AWS;Problem Solving;Java,1,IBM,Software Engineer,9.33
S1340,Computer Science,6.55,0,0,2,1,5.9,54.1,63.6,70.1,SQL;AWS;C++;DSA;Java;Problem Solving,1,TCS,Business Analyst,6.57
S1341,Civil,8.42,0,1,3,2,6.2,99.6,33.4,92.1,Communication;Python;React;C++;Excel;Power BI,1,Google,Support Engineer,9.43
S1342,Computer Science,7.88,0,0,4,0,6.3,57.9,53.4,82.0,Networking;Problem Solving;DBMS,1,TCS,Software Engineer,8.55
S1343,Civil,8.0,0,0,2,0,5.7,65.5,62.0,80.6,Machine Learning;Networking;Problem Solving;Python;AWS;DBMS;SQL;Java,1,Infosys,System Engineer,7.78
S1344,Information Technology,7.98,2,1,1,2,8.3,65.3,33.7,76.5,React;Networking;Machine Learning;Communication,1,Cognizant,Cloud Engineer,6.69
S1345,Computer Science,6.55,0,0,1,2,7.9,71.3,64.8,79.3,DBMS;OS;React;DSA;Excel,0,,,
S1346,Electronics,7.63,0,0,0,1,5.7,48.3,64.7,83.7,AWS;Problem Solving;Java;C++;Excel;Python;Power BI;DBMS,1,Microsoft,Cloud Engineer,6.57
S1347,Civil,7.68,0,3,3,1,7.0,98.2,53.5,76.2,Python;C++;Problem Solving;Excel;SQL;Java,1,Google,Cloud Engineer,9.35
S1348,Electrical,7.61,0,2,3,1,8.2,78.1,39.4,88.6,React;AWS;Java;Networking;Python,1,Accenture,Business Analyst,8.36
S1349,Electrical,8.93,1,1,1,2,6.9,92.1,44.5,100.0,OS;Machine Learning;Python;Java;C++;AWS;Networking,1,Capgemini,Software Engineer,9.15
S1350,Information Technology,8.06,0,2,3,1,7.3,74.1,56.0,74.6,Python;DSA;React;SQL;DBMS,1,Infosys,QA Engineer,9.86
S1351,Information Technology,8.61,0,0,4,0,6.1,85.3,67.6,82.3,DSA;React;DBMS;C++;Networking;Communication;Power BI,1,TechMahindra,System Engineer,7.98
S1352,Electrical,6.17,0,1,4,1,6.5,63.4,77.9,95.6,Java;Networking;Excel;Communication;Python;Problem Solving;DBMS;DSA,1,Infosys,Data Scientist,8.5
S1353,Civil,6.96,0,2,2,1,8.0,52.6,23.7,83.2,React;DBMS;Power BI;Communication;Python;Machine Learning;OS,1,Google,Business Analyst,7.29
S1354,Electronics,7.32,1,0,0,0,4.8,58.9,68.6,87.4,DBMS;Problem Solving;SQL;C++;React;AWS;Java,0,,,
S1355,Civil,7.59,0,0,2,1,7.0,86.8,74.5,81.1,Power BI;DSA;Excel;Java;Problem Solving,1,Cognizant,System Engineer,7.4
S1356,Mechanical,6.68,0,1,4,1,4.0,61.8,87.1,81.9,Power BI;C++;SQL;Excel;DBMS;Communication;React;Java,0,,,
S1357,Computer Science,7.57,0,0,2,2,5.4,84.6,72.0,77.6,Machine Learning;OS;Communication,1,Cognizant,Data Analyst,7.21
S1358,Information Technology,6.59,0,0,1,1,4.2,46.6,22.6,81.3,SQL;DBMS;OS,0,,,
S1359,Civil,6.35,0,0,3,0,5.3,51.6,65.8,85.9,Networking;DBMS;Java;Python;Power BI;Communication;Problem Solving,1,Infosys,Data Scientist,6.15
S1360,Mechanical,7.83,0,2,0,4,6.2,62.5,63.8,74.1,Machine Learning;DBMS;AWS,1,Infosys,Business Analyst,8.41
S1361,Civil,8.14,0,1,1,1,3.7,74.8,74.6,74.0,SQL;C++;DBMS;Problem Solving;Excel;Machine Learning;React,1,Cognizant,Support Engineer,8.72
S1362,Information Technology,7.1,0,0,1,3,5.8,59.0,38.7,78.8,SQL;DBMS;Machine Learning,0,,,
S1363,Mechanical,7.54,0,2,1,1,8.5,72.2,56.4,77.8,OS;Power BI;Java;Communication;Machine Learning,1,Accenture,Support Engineer,7.32
S1364,Civil,8.49,0,1,3,1,5.9,54.4,77.6,71.0,DSA;OS;Java;SQL;Machine Learning;Python;DBMS,1,Amazon,Cloud Engineer,8.85
S1365,Electronics,8.56,1,0,2,1,8.6,48.4,53.4,80.8,Communication;DBMS;C++;React;SQL;Machine Learning,1,Amazon,Business Analyst,7.76
